,상호명,업종명,업종대분류,업종소분류,소재지도로명주소,소재지지번주소,동명,우편번호,위도,경도
5084,브라우니70광교점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 이의동1321-8, 1층지층전체","경기도 수원시 영통구 이의동 1321-8, 1층지층전체",이의동,16506.0,37.2936122927,127.05340574370001
5085,브라운 썸,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 태장로54번길 60,1층 103호 (망포동)",경기도 수원시 영통구 망포동 649-24번지 1층 103호,망포동,16686.0,37.2364400572,127.05188304059999
5086,브라운돈까스 광교대학로점,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 영통구 대학3로4번길 15,1동 115호 (이의동)",경기도 수원시 영통구 이의동 1256-1번지 1동 115호,이의동,16225.0,37.3003509678,127.0429851558
5087,브라운아토,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 세지로28번길 42105호 (세류동),경기도 수원시 권선구 세류동 1105번지 105호,세류동,16589.0,37.2538206636,127.01788304540001
5088,브라이트스타 수원점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 권중로3번길 7,101호 (권선동)",경기도 수원시 권선구 권선동 1165-15번지 101호,권선동,16562.0,37.256930758,127.0337073125
5089,브래그라운지,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 권광로 181,12층 1205호 (인계동,씨네파크)",경기도 수원시 팔달구 인계동 1113-11번지 씨네파크 12층 1205호,인계동,16490.0,37.2637484595,127.032221704
5090,브런치앤와인(마노아),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 법조로149번길 2481층 (하동),경기도 수원시 영통구 하동 966-3번지 1층,하동,16512.0,37.2935985217,127.0691447966
5091,브레드 빈 앳 카페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 팔달로 313,1층 (영화동)",경기도 수원시 장안구 영화동 106-4번지 1층,영화동,16267.0,37.2918963439,127.0180914693
5092,브레드로빈,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 화산로 87,103호 (천천동)",경기도 수원시 장안구 천천동 334-2번지 천천 푸르지오 103호,천천동,16420.0,37.2917187819,126.9824411355
5093,브레드인헤븐,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 경수대로604번길 3(우만동),경기도 수원시 팔달구 우만동 557-11번지,우만동,16240.0,37.279752084,127.03092696530001
5094,브로,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 서부로2123번길 17,2층 (율전동,우신빌딩)",경기도 수원시 장안구 율전동 292-7번지 우신빌딩 2층,율전동,16362.0,37.2981729433,126.9702676235
5095,브로맨스,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 권광로 145101호 (권선동,아오스 오피스텔))",경기도 수원시 권선구 권선동 1023-2번지 아오스오피스텔 101호,권선동,16571.0,37.2607782587,127.0310559354
5096,브로피자 수원점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 권중로50번길 26-3,103호 (권선동,가림프라자)",경기도 수원시 권선구 권선동 1250-3번지 가림프라자 103호,권선동,16556.0,37.2535725743,127.0301646576
5097,브롱스 수원인계점,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 경수대로446번길 61(인계동),경기도 수원시 팔달구 인계동 1032-8번지,인계동,16489.0,37.2652900656,127.0300016456
5098,브롱스 수원인계점,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 경수대로446번길 61(인계동),경기도 수원시 팔달구 인계동 1032-8번지,인계동,16489.0,37.2652900656,127.0300016456
5099,브롱스 영통구청점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기도 수원시 영통구 매탄로 102,1층 112,113호 (매탄동, 이삭프라자)","경기도 수원시 영통구 매탄동 1261-2번지 이삭프라자 1층 112,113호",매탄동,16545.0,37.2597361227,127.0434787628
5100,브루네손칼국수,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 파장천로 1-4,1층 (파장동)",경기도 수원시 장안구 파장동 582-18번지 1층,파장동,16349.0,37.306135047,126.99357018090001
5101,브루와츠커피,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 팔달로 281(영화동),경기도 수원시 장안구 영화동 165-5번지,영화동,16269.0,37.2901726466,127.01538352870001
5102,브루웍스 마루,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 고화로9번길 34,10층 (매산로2가)",경기도 수원시 팔달구 매산로2가 10-6번지 10층,매산로2가,16456.0,37.269781171700004,127.0061753716
5103,브루웍스 수원역,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 고화로9번길 34,9층 (매산로2가)",경기도 수원시 팔달구 매산로2가 10-6번지 9층,매산로2가,16456.0,37.269781171700004,127.0061753716
5104,브릭스9(Brix9),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기도 수원시 권선구 산업로 180,135,136호(고색동,DH테크타워)","경기도 수원시 권선구 고색동 1094번지 DH테크타워 135,136호",고색동,16648.0,37.2424110308,126.98414273979999
5105,브링미파티,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 만석로19번길 11-3205호 (천천동, 태영프라자)",경기도 수원시 장안구 천천동 528-4번지 태영프라자 205호,천천동,16329.0,37.295591091999995,126.983666984
5106,브솔시냇가,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 금당로 1011층 (조원동),경기도 수원시 장안구 조원동 467-41번지 1층,조원동,16280.0,37.3006696215,127.0209917626
5107,브이,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 매영로415번길 42-121층 (영통동),경기도 수원시 영통구 영통동 1019-10번지 1층,영통동,16705.0,37.2488601925,127.078578117
5108,브이,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매영로415번길 42-12(영통동),경기도 수원시 영통구 영통동 1019-10번지,영통동,16705.0,37.2488601925,127.078578117
5109,브이아이피,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 영통구 효원로 383,2층 204호 (매탄동,매탄프라자)",경기도 수원시 영통구 매탄동 1267-2번지 매탄프라자 2층 204호,매탄동,16545.0,37.2592679731,127.04362819290002
5110,브이아이피(VIP)라운지PUB,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 대평로90번길 20,301,302호 (정자동)","경기도 수원시 장안구 정자동 876-1번지 301,302호",정자동,16334.0,37.2964198633,126.99398508709999
5111,브이아이피(VIP)브라더스,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 권선로803번길 24, 1층(매탄동)",경기도 수원시 영통구 매탄동 1167-15번지 1층,매탄동,16546.0,37.2565124712,127.0396866333
5112,브이오 (VO),일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 청명남로 32,401호 (영통동,월드프라자)",경기도 수원시 영통구 영통동 1010-1번지 월드프라자 401호,영통동,16705.0,37.2524736337,127.0757276434
5113,블라썸(BLOSSOM),일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 인계로124번길 41-162층 (인계동),경기도 수원시 팔달구 인계동 1041-8번지 2층,인계동,16489.0,37.2652585719,127.03115221510001
5114,블랑,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 광교로 114, 1층상가동101,102호(이의동,광교데시앙루브)","경기도 수원시 영통구 이의동 1351-1번지 광교데시앙루브 1층상가동101,102호",이의동,16509.0,37.2906266894,127.045774217
5115,블랑드블랑,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 권광로 363,1층 110호 (우만동,월드프라자)",경기도 수원시 팔달구 우만동 133번지 월드프라자 1층 110호,우만동,16494.0,37.2793350544,127.03719010639999
5116,블랙,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 장안구 팔달로271번길 281층 (영화동),경기도 수원시 장안구 영화동 276-5번지 1층,영화동,16269.0,37.2907071281,127.01383447139999
5117,블랙101,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 매영로415번길 11,101호 (영통동)",경기도 수원시 영통구 영통동 1015-8번지 101호,영통동,16705.0,37.2492774068,127.07677166360001
5118,블랙보틀,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 팔달문로163번길 5,1층 102호 (우만동)",경기도 수원시 팔달구 우만동 530-16번지 1층 102호,우만동,16239.0,37.2833684833,127.0336683355
5119,블랙스미스,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 화산로233번길 47(율전동),경기도 수원시 장안구 율전동 433-115번지,율전동,16362.0,37.297696131900004,126.9704740611
5120,블랙스미스수원광교점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 센트럴타운로15, 202호 아이플렉스202~206호 (이의동)",경기도 수원시 영통구 이의동 1335번지 202호 아이플렉스202~206호,이의동,16508.0,37.2882098406,127.0573749572
5121,블랙케들,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금곡로197번길 59-26,1층 (금곡동)",경기도 수원시 권선구 금곡동 1106-1번지 1층,금곡동,16391.0,37.2762813472,126.9531178747
5122,블랙켓,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 장안구 연무로42번길 13-3일부 1층(연무동),경기도 수원시 장안구 연무동 233-2번지 일부 1층,연무동,16216.0,37.2956365106,127.0268794031
5123,블랙파이브,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 법조로149번길 144, 1층(하동)",경기도 수원시 영통구 하동 973-5번지 1층,하동,16512.0,37.2919958431,127.0696390701
5124,블랙파이프,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 에듀타운로106번길 16,102호 (이의동,광교하이니티)",경기도 수원시 영통구 이의동 1348-2번지 광교하이니티 102호,이의동,16509.0,37.2902512282,127.0465887718
5125,블랙파인 (Black Pine),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 화산로259번길 25(율전동),경기도 수원시 장안구 율전동 314-8번지,율전동,16361.0,37.2989919702,126.96798267690001
5126,블레스,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 동수원로 499(매탄동),경기도 수원시 영통구 매탄동 101-45번지,매탄동,16531.0,37.2725606036,127.045206021
5127,블레스롤 광교카페거리점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 센트럴파크로127번길 88,1층 (이의동)",경기도 수원시 영통구 이의동 1321번지 1층,이의동,16506.0,37.2938508028,127.0521181344
5128,블렌드,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 청명남로12번길 5-27(영통동),경기도 수원시 영통구 영통동 1008-15번지,영통동,16705.0,37.250588456399996,127.07537738190001
5129,블루,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 청명로 672층 (영통동, 아이디빌딩)",경기도 수원시 영통구 영통동 1045-6번지 아이디빌딩 2층,영통동,16705.0,37.2532356148,127.0796024525
5130,블루,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 덕영대로 15394층(영통동),경기도 수원시 영통구 영통동 976-11번지 4층,영통동,16698.0,37.2462929728,127.0592551654
5131,블루레우커피바/주식회사 선우,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 아주로4번길 18,2층 (원천동)",경기도 수원시 영통구 원천동 79-20번지 2층,원천동,16503.0,37.275039031999995,127.0451008744
5132,블루문,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 장안구 송정로 54-12층 (정자동),경기도 수원시 장안구 정자동 35-5번지 2층,정자동,16312.0,37.2959266831,127.00310484239999
5133,블루스보이커피(BLUESBOYCOFFEE),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 화서문로 59,1층 (장안동)",경기도 수원시 팔달구 장안동 78-5번지 1층,장안동,16252.0,37.285725303,127.0145321151
5134,블루포트 경기대종합강의동점/(주)씨앤코컴,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교산로 154-42경기대학교종합강의동 1층 (이의동,경기대학교)",경기도 수원시 영통구 이의동 산94-6번지 경기대학교 종합강의동 1층,이의동,16227.0,37.2992625001,127.0343036365
5135,블루포트 경기대학교 집현관점/주식회사 씨,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교산로 154-42수원캠퍼스 집현관 1층 (이의동,경기대학교)",경기도 수원시 영통구 이의동 산94-6번지 경기대학교 수원캠퍼스 집현관 1층,이의동,16227.0,37.3012453306,127.0388499645
5136,블루핀튜나,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 영통구 영통로213번길 6, 2층 일부호 (영통동)",경기도 수원시 영통구 영통동 978-8번지 2층 일부호,영통동,16698.0,37.2465264952,127.0566153633
5137,블루힙,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 권광로 173,2층 201호 (인계동,남경빌딩)",경기도 수원시 팔달구 인계동 1046-1번지 남경빌딩 2층 201호,인계동,16490.0,37.2630713603,127.0319552235
5138,블룸,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 경수대로616번길 31,1층 (우만동)",경기도 수원시 팔달구 우만동 554-11번지 1층,우만동,16240.0,37.2811628641,127.0320913869
5139,블리스,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 세권로 6,102호 (세류동)",경기도 수원시 권선구 세류동 218-96번지 102호,세류동,16594.0,37.2600605064,127.00530281799999
5140,븟(BEUT),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 인계로138번길 352층 (인계동),경기도 수원시 팔달구 인계동 1038-8번지 2층,인계동,16489.0,37.2654252798,127.0322790015
5141,비건 비긴즈,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 센트럴타운로 1061층 135호 (이의동, 센트럴프라자)",경기도 수원시 영통구 이의동 1322-5번지 센트럴프라자 1층 135호,이의동,16506.0,37.2927256158,127.05015040549999
5142,비긴195 (begin195),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 정자천로14번길 56110호111호 (화서동),경기도 수원시 팔달구 화서동 723-5번지 110호111호,화서동,16422.0,37.286409283400005,126.98031149110001
5143,비너스7080,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 권선구 경수대로191번길14-8 (세류동) 지하,경기도 수원시 권선구 세류동 1155-7번지 지하,세류동,16660.0,37.244694265700005,127.01683622899999
5144,비너스커피,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 대평로 128,1층 110호 (정자동,파크프라자)",경기도 수원시 장안구 정자동 266-3번지 파크프라자 1층 110호,정자동,16339.0,37.2989323114,126.99131670790001
5145,비너스커피,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 덕영대로425번길 44,1층 105호 (율전동)",경기도 수원시 장안구 율전동 152-2번지 1층 105호,율전동,16357.0,37.3030038714,126.9701547534
5146,비너스커피,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 일월천로16번길 30(구운동),경기도 수원시 권선구 구운동 911-5번지,구운동,16413.0,37.283500878299996,126.9748828301
5147,비너스커피2,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 덕영대로425번길 44(율전동),경기도 수원시 장안구 율전동 152-2번지,율전동,16357.0,37.3030038714,126.9701547534
5148,비니빈스,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 권광로 184101동 102호(인계동, 캐슬타워)",경기도 수원시 팔달구 인계동 1120번지 캐슬타워 101동 102호,인계동,16488.0,37.2639144013,127.0331567496
5149,비니파파,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 권선로766번길 14,1층 (권선동)",경기도 수원시 권선구 권선동 1164-9번지 1층,권선동,16562.0,37.2563925519,127.0343759643
5150,비다벨로,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 센트럴파크로127번길 80-14,1층 101호(이의동)",경기도 수원시 영통구 이의동 1305-1번지 1층 101호,이의동,16506.0,37.2945222563,127.0509069207
5151,비다벨로,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 파장로 35,1층 (파장동)",경기도 수원시 장안구 파장동 495-38번지 1층,파장동,16351.0,37.3050211514,126.9965792202
5152,비다벨로,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 인계로68번길 56,2층 (인계동)",경기도 수원시 팔달구 인계동 990-9번지 2층,인계동,16476.0,37.2665098512,127.0239601424
5153,비다벨로 호매실직영점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금호로15번길 2-3,1층 102호 (금곡동)",경기도 수원시 권선구 금곡동 245-34번지 1층 102호,금곡동,16398.0,37.268911136,126.95380279
5154,비담비 아주대점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 월드컵로179번길 6,303호 (원천동,삼아빌딩)",경기도 수원시 영통구 원천동 37-7번지 삼아빌딩 303호,원천동,16502.0,37.2785476662,127.0456776089
5155,비목,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 팔달구 갓매산로86번길 30(고등동),경기도 수원시 팔달구 고등동 240-6번지,고등동,16454.0,37.2713504775,127.0020820984
5156,비밀공간by루이스광교점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 센트럴파크로127번길 671층 101호 (이의동),경기도 수원시 영통구 이의동 1309번지 1층 101호,이의동,16506.0,37.2942409092,127.0527814897
5157,비밀기지,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 신원로 126,B동 1층 101호 (신동,브레인하우스)",경기도 수원시 영통구 신동 334-34번지 브레인하우스 B동 1층 101호,신동,16679.0,37.2485943365,127.0551825092
5158,비바스라이브,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 하탑로 32(탑동,2층)",경기도 수원시 권선구 탑동 862-1번지 2층,탑동,16610.0,37.2686295399,126.9752455309
5159,비바호프,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 삼천병마로1597번길 6,2층 (오목천동,광원빌딩)",경기도 수원시 권선구 오목천동 367-7번지 광원빌딩 2층,오목천동,16634.0,37.2451939964,126.96333238129999
5160,비바호프,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 권선구 삼천병마로1597번길 6,2층 (오목천동,광원빌딩)",경기도 수원시 권선구 오목천동 367-7번지 광원빌딩 2층,오목천동,16634.0,37.2451939964,126.96333238129999
5161,비밥(bebop),일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 화서문로48번길 381층 (신풍동),경기도 수원시 팔달구 신풍동 134-2번지 1층,신풍동,16251.0,37.2837943407,127.0140481582
5162,비브라더스컴퍼니,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금호로 14-11,1층 (호매실동)",경기도 수원시 권선구 호매실동 402-8번지 1층,호매실동,16399.0,37.268360056700004,126.9535360842
5163,비비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 서부로2123번길 32,2층 (율전동)",경기도 수원시 장안구 율전동 298-16번지 2층,율전동,16360.0,37.2985028073,126.9694529263
5164,비비보드카페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 권광로207번길 12,3층 (인계동, 유원빌딩)",경기도 수원시 팔달구 인계동 1037-6번지 유원빌딩 3층,인계동,16489.0,37.2663463719,127.0327018815
5165,비비치킨,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 구운중로4번길 61,1층 (구운동)",경기도 수원시 권선구 구운동 511-4번지 1층,구운동,16410.0,37.2762791954,126.9765685692
5166,비비커피하우스,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 호매실동1344-12,경기도 수원시 권선구 호매실동 1344-12,호매실동,16387.0,37.2688180595,126.94349476110001
5167,비비큐,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 서수원로523번길 12-18(금곡동),경기도 수원시 권선구 금곡동 1130-1번지,금곡동,16393.0,37.2726620026,126.957960293
5168,비비큐,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 장안구 경수대로 9202층(조원동),경기도 수원시 장안구 조원동 752-18번지 2층,조원동,16284.0,37.3016420047,127.0097132803
5169,비비큐 수원매산세류점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 권선로537번길 14-6,201호 (세류동)",경기도 수원시 권선구 세류동 91-11번지 201호,세류동,16572.0,37.2637247681,127.0107486498
5170,비비큐 수원신동점,일반휴게음식-스넥,일반휴게음식,스넥,"경기도 수원시 영통구 권선로908번길 221층 101호, 102호 (신동)","경기도 수원시 영통구 신동 932-4번지 1층 101호, 102호",신동,16683.0,37.2479426708,127.0449931963
5171,비비큐 수원아이파크시티점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 동수원로177번길 401층 118호 (권선동),경기도 수원시 권선구 권선동 1364번지 수원아이파크시티8단지 1층 118호,권선동,16663.0,37.246899359000004,127.0294393616
5172,비비큐 수원아이파크시티점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 동수원로177번길 40,1층 118호 (권선동,수원아이파크시티8단지)",경기도 수원시 권선구 권선동 1364번지 수원아이파크시티8단지 1층 118호,권선동,16663.0,37.246899359000004,127.0294393616
5173,비비큐 수원영통역점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 매영로345번길 7113호 (영통동),경기도 수원시 영통구 영통동 961-6번지 영통트리플렉스 113호,영통동,16703.0,37.252771725,127.0708997024
5174,비비큐 수원파장행운점,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 파장로 941층 좌측호 (파장동),경기도 수원시 장안구 파장동 572-63번지 1층 좌측호,파장동,16349.0,37.3073776771,126.99116954459998
5175,비비큐 올리브카페 광교중앙역점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 센트럴타운로 94,103호 (이의동, 앤에스코어빌딩)",경기도 수원시 영통구 이의동 1325-5번지 앤에스코어빌딩 103호,이의동,16505.0,37.2919352801,127.0509110162
5176,비비큐(BBQ),일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 권선로639번길 19,1층 2호 (권선동)",경기도 수원시 권선구 권선동 955-12번지 1층 2호,권선동,16569.0,37.2616959957,127.0216221374
5177,비비큐(BBQ),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 화산로 14(화서동),경기도 수원시 팔달구 화서동 685-3번지,화서동,16425.0,37.2859924417,126.98600010610001
5178,비비큐(BBQ) 매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 권광로 246, 114호 (인계동, 래미안노블클래스)",경기도 수원시 팔달구 인계동 384번지 래미안노블클래스 114호,인계동,16534.0,37.2684947377,127.0357676792
5179,비비큐(BBQ) 수원원천점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 월드컵로97번길 53,1층 1호 (원천동)",경기도 수원시 영통구 원천동 619-1번지 1층 1호,원천동,16518.0,37.2744186241,127.0502255223
5180,비비큐(BBQ) 신매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 매탄로 142102호 (매탄동, 양성프라자)",경기도 수원시 영통구 매탄동 1233-2번지 양성프라자 102호,매탄동,16544.0,37.263299463,127.0442128733
5181,비비큐(BBQ)수원매탄권선점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 동수원로 290, 1층(매탄동)",경기도 수원시 영통구 매탄동 1181-7번지 1층,매탄동,16549.0,37.255237832199995,127.0364354275
5182,비비큐(BBQ)수원호매실점,일반휴게음식-스넥,일반휴게음식,스넥,"경기도 수원시 권선구 금곡로118번길 24,1층 114,115호","경기도 수원시 권선구 금곡동 1088-2번지 1층 114,115호",금곡동,16388.0,37.2731330228,126.9429215942
5183,비비큐(BBQ)치킨 수원경기대점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 대학3로 1,1층 101,102호 (이의동,광교K타워)","경기도 수원시 영통구 이의동 1254-2번지 광교K타워 1층 101,102호",이의동,16227.0,37.2992411077,127.04268722329999
5184,비비큐(우만1점),일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 월드컵로311번길 33-2(우만동),경기도 수원시 팔달구 우만동 522번지,우만동,16238.0,37.2849614617,127.0330380445
5185,비비큐2호점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 경수대로 893,H-101호 (조원동)",경기도 수원시 장안구 조원동 775번지 수원종합운동장(야구장) H동 101호,조원동,16308.0,37.3002178028,127.00971124200001
5186,비비큐고색행복점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 매송고색로 701(고색동),경기도 수원시 권선구 고색동 384-5번지,고색동,16625.0,37.251096231300004,126.98110665780001
5187,비비큐수원망포점(BBQ수원망포점),일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 영통로 163-6,1층 (망포동)",경기도 수원시 영통구 망포동 297-7번지 1층,망포동,16689.0,37.2423556971,127.0549260317
5188,비비큐수원인계점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 효원로 303제비층 103~105(9호)호(인계동, 삼호파크타워)",경기도 수원시 팔달구 인계동 1122-10번지 삼호파크타워 제비층 103~105(9호)호,인계동,16488.0,37.2613172429,127.0351576357
5189,비비큐앤치킨,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 파장천로 24-1(파장동),경기도 수원시 장안구 파장동 588번지,파장동,16350.0,37.3076738698,126.99508326670001
5190,비비큐참숯바베큐,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 정조로 563(세류동),경기도 수원시 권선구 세류동 476-12번지,세류동,16576.0,37.259359496500004,127.01232187389999
5191,비비큐천천점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 천천로74번길 92상가 101호(정자동, 대월마을대림진흥아파트)",경기도 수원시 장안구 정자동 914번지 대월마을대림진흥아파트 상가 101호,정자동,16328.0,37.3009567429,126.9883693676
5192,비비큐치킨,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 권중로76번길 16(권선동),경기도 수원시 권선구 권선동 1259-9번지,권선동,16556.0,37.252514339,127.0292578509
5193,비비큐치킨(영통1호점),일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 영통로 523(영통동,대교빌딩)",경기도 수원시 영통구 영통동 949-1번지 대교빌딩,영통동,16706.0,37.2655316891,127.0773574098
5194,비비큐프리미엄카페,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 도청로89번길 31(이의동,지타워203호,204호)","경기도 수원시 영통구 이의동 1347-2번지 지타워 203호,204호",이의동,16509.0,37.289479805300005,127.0475749171
5195,비비큐화서2점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 팔달구 동말로25번길96 (화서동),경기도 수원시 팔달구 화서동 244-22번지,화서동,16443.0,37.2816772628,126.994952413
5196,비비큐화서점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 팔달로127번길 12,1층 101호 (화서동)",경기도 수원시 팔달구 화서동 71-26번지 1층 101호,화서동,16439.0,37.2803081083,127.0037038761
5197,비스트로 랑랑,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 영통로213번길 24,103호 (영통동)",경기도 수원시 영통구 영통동 978-1번지 103호,영통동,16698.0,37.246531578,127.05556672200001
