,상호명,업종명,업종대분류,업종소분류,소재지도로명주소,소재지지번주소,동명,우편번호,위도,경도
0,#먹빵,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 권광로180번길 41,1층 (인계동)",경기도 수원시 팔달구 인계동 1121-10번지 1층,인계동,16488.0,37.2632009359,127.035100947
1,(CPC)켈리포니아피자치킨 수원연무점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 월드컵로429번길 17,1층 (연무동)",경기도 수원시 장안구 연무동 258-23번지 1층,연무동,16221.0,37.2930419498,127.0249889398
2,(Cafe)화서문 41-1,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 화서문로 41-1화서문 CAFE (장안동),경기도 수원시 팔달구 장안동 286-2번지 화서문 CAFE,장안동,16250.0,37.2853478616,127.0126167418
3,(MOOㅇO)무,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 금당로89번길 8,1층 (조원동)",경기도 수원시 장안구 조원동 456-17번지 1층,조원동,16280.0,37.301358917600005,127.0198139008
4,(愛):사랑,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 경수대로495번길 19(인계동,1층)",경기도 수원시 팔달구 인계동 965-18번지 1층,인계동,16481.0,37.2704236413,127.026642449
5,(미정)시골집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 구운로14번길25 (구운동,1층)",경기도 수원시 권선구 구운동 500-4번지 1층,구운동,16409.0,37.277998653000004,126.9760716208
6,(신)대원옥,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 정조로800번길 6-3,1층(팔달로1가)",경기도 수원시 팔달구 팔달로1가 64-1번지 1층,팔달로1가,16257.0,37.2793458162,127.0173141967
7,(장안)전주콩나물국밥,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 조원로89번길 31(조원동),경기도 수원시 장안구 조원동 766-11번지,조원동,16286.0,37.2998501693,127.0145541768
8,(주)더덴버스테이크,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 정조로 7357층 (중동),경기도 수원시 팔달구 중동 94번지 7층,중동,16263.0,37.273653206700004,127.01613236610001
9,(주)더케이푸드컴퍼니,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 경수대로 1013(송죽동),경기도 수원시 장안구 송죽동 440-3번지,송죽동,16300.0,37.3062283022,127.000667365
10,(주)더케이푸드컴퍼니,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 경수대로 1013(송죽동),경기도 수원시 장안구 송죽동 440-3번지,송죽동,16300.0,37.3062283022,127.000667365
11,(주)디앤아이에프씨,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 경수대로446번길 45(인계동),경기도 수원시 팔달구 인계동 1032-11번지,인계동,16489.0,37.265502809699996,127.0290980666
12,(주)라떼르떼레노시떼삼성전자소재연구단지,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 삼성로130, V-V39동 1층 전자연구단지 (매탄동)",경기도 수원시 영통구 매탄동 560번지 전자연구단지 V-V39동 1층,매탄동,16678.0,37.2571279192,127.05688026690001
13,(주)로얄부페,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통동1009-3효원빌딩501호,601호","경기도 수원시 영통구 영통동 1009-3효원빌딩501호,601호",영통동,16705.0,37.2510773432,127.07597227049999
14,(주)메세지베이아시아,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 효원로256번길 33한라비발디파크 102호(권선동),경기도 수원시 권선구 권선동 1013-4번지 한라비발디파크 102호,권선동,16571.0,37.2603926562,127.02928776659999
15,(주)몽키친,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 권광로92번길 25, 1층 우측 (권선동)",경기도 수원시 권선구 권선동 1039-6번지 1층 우측,권선동,16561.0,37.2567012805,127.0303820417
16,(주)백세고색점,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 서부로 1533(고색동),경기도 수원시 권선구 고색동 431-1번지,고색동,16641.0,37.2461048651,126.9775440642
17,(주)백세추어매운탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 서부로 1535(고색동),경기도 수원시 권선구 고색동 431-15번지,고색동,16641.0,37.2460303665,126.9770033649
18,(주)베르체,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 경수대로 613(지동),경기도 수원시 팔달구 지동 481-4번지,지동,16249.0,37.2803157854,127.02987438790001
19,(주)별하 라운지카페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 아주로 34,3층 (원천동)",경기도 수원시 영통구 원천동 22-1번지 3층,원천동,16502.0,37.2778474515,127.0440800491
20,(주)상리라,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 아주로46 (원천동,302-1호)",경기도 수원시 영통구 원천동 18-1번지,원천동,16502.0,37.2788029492,127.04408556620001
21,(주)상리라,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 매산로20번길 16-8,1층 (매산로1가)",경기도 수원시 팔달구 매산로1가 56-14번지 1층,매산로1가,16461.0,37.266613215599996,127.0030493959
22,(주)설빙광교호수공원점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 법조로 38,B105호 (하동)",경기도 수원시 영통구 하동 1019번지 광교더샵레이크파크 B105호,하동,16514.0,37.2869762244,127.0625716397
23,(주)수원삼계탕,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 동수원로537번길 8-1,1층 (원천동)",경기도 수원시 영통구 원천동 85-18번지 1층,원천동,16503.0,37.274295005300004,127.04853432819999
24,(주)스시노칸도,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 권선구 금곡로 219,201호 (금곡동,리더스빌딩)",경기도 수원시 권선구 금곡동 1114-1번지 리더스빌딩 201호,금곡동,16391.0,37.2749967759,126.9540746531
25,(주)신손,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 창룡대로256번길 77,1층 104,105호 (이의동,에이스광교타워3차)","경기도 수원시 영통구 이의동 1286번지 에이스광교타워3차 1층 104,105호",이의동,16229.0,37.2961429931,127.04104740950001
26,(주)에베레스트,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 청명남로 50,2층 (영통동,문원빌딩)",경기도 수원시 영통구 영통동 1038-1번지 문원빌딩 2층,영통동,16705.0,37.2538119526,127.0769154461
27,(주)에스앤제이푸드 죠스떡볶이,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 덕영대로 1566지하1층 101호 (영통동),경기도 수원시 영통구 영통동 981-2번지 지하1층 101호,영통동,16693.0,37.245139984699996,127.0619002742
28,(주)에스앤제이푸드 지니스테이블,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 덕영대로 1566, 3층 (영통동)",경기도 수원시 영통구 영통동 981-2번지 3층,영통동,16693.0,37.245139984699996,127.0619002742
29,(주)에스엔케이-카페디바인그라인드,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 세화로 123,2층 (서둔동)",경기도 수원시 권선구 서둔동 323-51번지 2층,서둔동,16619.0,37.2630882973,126.99442245739999
30,(주)우헌/천보헌갈비마을(영통점),일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매영로 390(영통동) 104-113호,경기도 수원시 영통구 영통동 989-7번지 104동 113호,영통동,16701.0,37.2493134617,127.074256955
31,(주)월드씨암,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 팔달구 경수대로 584신동아파스텔 105호(인계동),경기도 수원시 팔달구 인계동 939번지 신동아파스텔 105호,인계동,16483.0,37.2776720183,127.0314700344
32,(주)웰스프레쉬 경20호점,일반휴게음식-위탁급식업,일반휴게음식,위탁급식업,"경기 수원시 권선구 호매실로 22-55,3층 (탑동)",경기도 수원시 권선구 탑동 909번지 3층,탑동,16626.0,37.2582766454,126.9700960582
33,(주)이룸/이룸푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 서부로1449-25 (고색동),경기도 수원시 권선구 고색동 988-4번지,고색동,16643.0,37.2384070992,126.9796265436
34,(주)제이디물산/테이스트오브인디아,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 삼성로172-3(매탄동,436-42번지2층)",경기도 수원시 영통구 매탄동 436-42번지 (436-42번지2층),매탄동,16676.0,37.258563722800005,127.0575710419
35,(주)지에이치컴퍼니아주대학교점 삼삼돈까,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 월드컵로 206아주대학교학생회관동 1층 (원천동, 아주대학교)",경기도 수원시 영통구 원천동 산5-1번지 아주대학교 학생회관동 1층,원천동,16499.0,37.2836302331,127.045342472
36,(주)천지염소탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 영화로26번길 15(영화동),경기도 수원시 장안구 영화동 414-4번지,영화동,16271.0,37.2897715908,127.00992569799999
37,(주)천천더차이니즈,일반휴게음식-중국식,일반휴게음식,중국식,"경기 수원시 장안구 덕영대로535번길 46,2층 (천천동,카나다타워)",경기도 수원시 장안구 천천동 524-4번지 카나다타워 2층,천천동,16329.0,37.2972904273,126.98268503620001
38,(주)카페보스 수원삼성점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 신원로 351층 101호 (신동),경기도 수원시 영통구 신동 531-13번지 1층 101호,신동,16677.0,37.24956926,127.04605462059999
39,(주)케이에프씨코리아 KFC수원역광장점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 향교로 5,2층 (매산로1가)",경기도 수원시 팔달구 매산로1가 30-1번지 2층,매산로1가,16455.0,37.267789126,127.0018799786
40,(주)케이티그룹희망나눔재단 동수원,일반휴게음식-위탁급식업,일반휴게음식,위탁급식업,"경기 수원시 영통구 중부대로 324,7층 (매탄동,KT동수원지사)",경기도 수원시 영통구 매탄동 111번지 KT동수원지사 7층,매탄동,16525.0,37.2730337199,127.051079712
41,(주)콰이찬광교점,일반휴게음식-중국식,일반휴게음식,중국식,경기 수원시 영통구 센트럴파크로127번길 105-21층 (이의동),경기도 수원시 영통구 이의동 1310-6번지 1층,이의동,16506.0,37.2939993286,127.0532567836
42,(주)탑이요푸드마스타,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 동수원로537번길 574층(원천동, 동경빌딩)",경기도 수원시 영통구 원천동 28-25번지 동경빌딩 4층,원천동,16503.0,37.2748347909,127.0459029556
43,(주)태진개발솔즈베리커피숍,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 행궁로 84(교동),경기도 수원시 팔달구 교동 1-2번지,교동,16463.0,37.2749575619,127.0154810798
44,(주)티엔씨,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 청명로 7청명타운텔 114호(영통동),경기도 수원시 영통구 영통동 1021-4번지 청명타운텔 114호,영통동,16702.0,37.2484196392,127.0788962896
45,(주)피와이언홀딩스카페마운틴생활가전커피,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 삼성로 130생활가전 커피숍 (매탄동),경기도 수원시 영통구 매탄동 560번지 생활가전 커피숍,매탄동,16678.0,37.2571279192,127.05688026690001
46,(주)하늘푸드시스템,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세지로 77,1층 (세류동)",경기도 수원시 권선구 세류동 854-10번지 1층,세류동,16577.0,37.2589034825,127.01762510719999
47,(주)한성세종푸드 수원터미널사업장,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 경수대로 270터미널동 지하1층 0203호 (권선동, 할인점동,주차빌딩)","경기도 수원시 권선구 권선동 1189번지 할인점동,주차빌딩 터미널동 지하1층 0203호",권선동,16585.0,37.250497439600004,127.0208246964
48,(주)해찬/장대냉면,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 창룡대로 51(매향동),경기도 수원시 팔달구 매향동 122-104번지,매향동,16255.0,37.2835802078,127.021224189
49,(주)후니드 SK건설수원팔달현장점,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 매교동175-6번지 외 10필지,경기도 수원시 팔달구 매교동 175-6번지 외 10필지,매교동,16574.0,37.2654585823,127.0165343473
50,(틈)서정길커피하우스,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 연무로20번길 7,2층 (연무동)",경기도 수원시 장안구 연무동 229-23번지 2층,연무동,16216.0,37.2943378979,127.0289860834
51,031포차,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 권선구 세권로137번길 29,1층 (권선동)",경기도 수원시 권선구 권선동 995-8번지 1층,권선동,16564.0,37.2581914609,127.0198625165
52,1.618(일점육일팔),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 권광로 55,상가 B동 111호 (권선동,권선자이이편한세상)",경기도 수원시 권선구 권선동 1330번지 권선자이이편한세상 상가 B동 111호,권선동,16582.0,37.252843995700005,127.02603077170001
53,1004 맛집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 정조로 577(세류동),경기도 수원시 권선구 세류동 172-13번지,세류동,16576.0,37.260642228,127.0129902523
54,101커피,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 경수대로 697(지동),경기도 수원시 팔달구 지동 261-1번지,지동,16241.0,37.2873662737,127.0257579157
55,103호 과자점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 산남로67번길 25,1층 103호 (매탄동)",경기도 수원시 영통구 매탄동 199-51번지 1층 103호,매탄동,16524.0,37.2693441409,127.0479548348
56,108장 마라탕,일반휴게음식-중국식,일반휴게음식,중국식,"경기 수원시 영통구 센트럴타운로 107,204동 비1층 비-02호 (이의동)","경기도 수원시 영통구 이의동 1331번지 광교푸르지오 월드마크, 월드스퀘어 204동 비1층 비-02호",이의동,16507.0,37.2915837894,127.0485551442
57,117하이드아웃(117HIDEOUT),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 평동로79번길 45,1층 117호 (평동)",경기도 수원시 권선구 평동 179번지 수원 SK V1 motors 1층 117호,평동,16600.0,37.2598990401,126.9927070619
58,119불난닭떡볶이,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 팔달로 296,1층 (영화동)",경기도 수원시 장안구 영화동 127-42번지 1층,영화동,16268.0,37.2906741636,127.0167905571
59,119양푼이,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 월드컵로211번길 3준하우스 102호(우만동),경기도 수원시 팔달구 우만동 58-27번지 준하우스 102호,우만동,16497.0,37.2800151898,127.0428825339
60,1207호프,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 권선구 덕영대로1207번길38, 1층 (권선동)",경기도 수원시 권선구 권선동 1195-12번지 1층,권선동,16584.0,37.25070639,127.0234619574
61,139st.(에스티),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 향교로 139,1층 (교동)",경기도 수원시 팔달구 교동 11-31번지 1층,교동,16463.0,37.2732512031,127.0148152539
62,149플라밍고,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 법조로149번길 47,1층 101호 (하동)",경기도 수원시 영통구 하동 960번지 1층 101호,하동,16512.0,37.2939121593,127.07111743959999
63,19 세꼬시,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 영통구 태장로54번길 92101호(망포동, 진성프라자)",경기도 수원시 영통구 망포동 649-38번지 진성프라자 101호,망포동,16686.0,37.2349700407,127.05168881559999
64,192센티미터,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금곡로140번길 95-36,1층 (호매실동)",경기도 수원시 권선구 호매실동 1342-3번지 1층,호매실동,16387.0,37.2689971647,126.9432453117
65,1943 수원영통점,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 영통구 청명남로 30,202,203호 (영통동, 거성빌딩)","경기도 수원시 영통구 영통동 1010-13번지 거성빌딩 202,203호",영통동,16705.0,37.2521931551,127.07543603379999
66,1943(일구사삼)수원로데오점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 향교로 23,2층 (매산로2가)",경기도 수원시 팔달구 매산로2가 28-4번지 2층,매산로2가,16455.0,37.2684723999,127.0036011098
67,1970새마을포차 수원인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 권광로187번길 34(인계동,동양빌딩)",경기도 수원시 팔달구 인계동 1041-3번지 동양빌딩,인계동,16489.0,37.265041438400004,127.0309505546
68,1970새마을포차 수원인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 권광로187번길 34(인계동,동양빌딩)",경기도 수원시 팔달구 인계동 1041-3번지 동양빌딩,인계동,16489.0,37.265041438400004,127.0309505546
69,1972.재개발구역,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 서부로2105번길 112층 (율전동, 1972재개발구역)",경기도 수원시 장안구 율전동 433-85번지 1972재개발구역 2층,율전동,16363.0,37.2967007469,126.96961226020001
70,1972숙성참치한판,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로102번길 37-18,102호(망포동)",경기도 수원시 영통구 망포동 538-3번지 102호,망포동,16692.0,37.239274821,127.0578416451
71,1976옛날통닭,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 정조로 567,1층 (세류동)",경기도 수원시 권선구 세류동 478-2번지 1층,세류동,16576.0,37.2597023425,127.0123986049
72,1982인생떡볶이,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 향교로 11-1,2층 (매산로1가, 인재빌딩)",경기도 수원시 팔달구 매산로1가 31-1번지 인재빌딩 2층,매산로1가,16455.0,37.2680614337,127.00232932809999
73,1988꽈배기,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 매탄로 151,101동 1-4호 (매탄동,삼호그랜드빌라)",경기도 수원시 영통구 매탄동 883번지 삼호그랜드빌라 101동 1-4호,매탄동,16543.0,37.2642995975,127.04410534360001
74,1997 그 닭발,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 반달로35번길 30영통역 아이파크 1층 108호 (영통동),경기도 수원시 영통구 영통동 1012-1번지 영통역아이파크 1층 108호,영통동,16705.0,37.2517767266,127.0774568073
75,19티,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기도 수원시 장안구 송원로 113,1층 6호,7호","경기도 수원시 장안구 조원동 288-7번지 1층 6호,7호",조원동,16294.0,37.3044809166,127.0117823937
76,19티 수원금곡점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 금곡로102번길 48,103호 (금곡동,주공프라자)",경기도 수원시 권선구 금곡동 1083-2번지 주공프라자 103호,금곡동,16385.0,37.2720350975,126.94138444129999
77,19펍(수원인계점),일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 인계로138번길 35지하1층 (인계동),경기도 수원시 팔달구 인계동 1038-8번지 지하1층,인계동,16489.0,37.2654252798,127.0322790015
78,1리터커피,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 향교로 52101호 (매산로2가,대주파크빌)",경기도 수원시 팔달구 매산로2가 40-3번지 대주파크빌 101호,매산로2가,16456.0,37.2690161844,127.0064623357
79,1박2일,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 중부대로246번길 36-12층(매탄동),경기도 수원시 영통구 매탄동 172-7번지 2층,매탄동,16530.0,37.2733678486,127.0418286276
80,1인용 인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 세지로152번길 8,1층 (인계동)",경기도 수원시 팔달구 인계동 1008-20번지 1층,인계동,16479.0,37.2647776373,127.021343249
81,1인용피자 광교상현점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교중앙로 240,106호 (하동, KJ프라자)",경기도 수원시 영통구 하동 987-3번지 KJ프라자 106호,하동,16512.0,37.2918487785,127.0663906463
82,1인용피자 권선인계점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 세권로 197, 1층 (권선동, 권선빌딩)",경기도 수원시 권선구 권선동 1049-12번지 권선빌딩 1층,권선동,16568.0,37.2554750575,127.0257774774
83,1인용피자 망포점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 덕영대로 1462-14,603동 1층 101호 (망포동, 힐스테이트영통아파트)",경기도 수원시 영통구 망포동 728번지 힐스테이트영통아파트 603동 1층 101호,망포동,16685.0,37.2449157029,127.05016413850001
84,1인용피자 화서점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 팔달로107번길 43, (화서동)",경기도 수원시 팔달구 화서동 109-2번지,화서동,16442.0,37.2782415172,127.00098766110001
85,1인자감자탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 화산로233번길 43(율전동),경기도 수원시 장안구 율전동 433-114번지,율전동,16362.0,37.2978314872,126.97050696129999
86,1인자감자탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 정조로388번길 131층 (세류동),경기도 수원시 권선구 세류동 1158-25번지 1층,세류동,16660.0,37.244391099699996,127.0154400574
87,1인자감자탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 중부대로206번길 4(인계동),경기도 수원시 팔달구 인계동 158-8번지,인계동,16530.0,37.276175206,127.03822463469999
88,1인한식당 장안점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 수성로275번길 13, 1층 4호(정자동)",경기도 수원시 장안구 정자동 73-13번지 1층 4호,정자동,16314.0,37.2910003031,127.0019639148
89,2005진돈가스,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로316번길 12-16,1층층(권선동)",경기도 수원시 권선구 권선동 1287-12번지 1층 층,권선동,16553.0,37.2516706822,127.03704364299999
90,205 커피로스터즈,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 만석로5번길 6,117호 (천천동,세화프라자)",경기도 수원시 장안구 천천동 528-1번지 세화프라자 117호,천천동,16329.0,37.2952630554,126.9828568766
91,20세기포장마차,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 서부로 2067상가동 103호 (율전동,삼성아파트)",경기도 수원시 장안구 율전동 419번지 삼성아파트 상가동 103호,율전동,16363.0,37.293451603200005,126.9686873541
92,21디저트연구소,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 매송고색로506번길 17상가동 205호 (오목천동, 청구2차아파트)",경기도 수원시 권선구 오목천동 381번지 청구2차아파트 상가동 205호,오목천동,16634.0,37.243639402,126.96240758649999
93,228카페(228Cafe),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 중부대로 189(우만동),경기도 수원시 팔달구 우만동 139-5번지,우만동,16494.0,37.2771711905,127.03705671530001
94,235COFFEE,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 연무로13번길 85,1층 (연무동)",경기도 수원시 장안구 연무동 235번지 1층,연무동,16220.0,37.2952148331,127.0251219516
95,235번지(steeet),일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 덕영대로425번길 14-1,105호 (율전동)",경기도 수원시 장안구 율전동 207-4번지 105호,율전동,16357.0,37.3017313393,126.969802606
96,24시돼지네,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 장다리로 330(인계동),경기도 수원시 팔달구 인계동 940-17번지,인계동,16483.0,37.2773314162,127.0319571844
97,24시박영식등뼈찌개,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 갓매산로 47지하1층 (매산로2가),경기도 수원시 팔달구 매산로2가 35-10번지 지하1층,매산로2가,16455.0,37.268612894899995,127.0048633977
98,24시한라산생고기와감자탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 정조로513번길 6(세류동),경기도 수원시 권선구 세류동 459-15번지,세류동,16587.0,37.2552254035,127.0109389407
99,24시해장국,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 인계로 254(매탄동 873, 효원빌라 106호)상가","경기도 수원시 영통구 매탄동 873번지 (매탄동 873, 효원빌라 106호)상가",매탄동,16544.0,37.2638058382,127.0446271063
100,24시해장국,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 창룡대로150번길 11(우만동),경기도 수원시 팔달구 우만동 583-4번지,우만동,16232.0,37.2908237494,127.0270449255
101,25시음식점,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 매교동83-2,경기도 수원시 팔달구 매교동 83-2,매교동,16465.0,37.2688885759,127.0148432478
102,27도블랑제리,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 만석로19번길 25-51층 105호 (천천동, 센타프라자)",경기도 수원시 장안구 천천동 527-7번지 센타프라자 1층 105호,천천동,16329.0,37.296210470300004,126.98307604629998
103,27도블랑제리,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 이목로 24-3(정자동),경기도 수원시 장안구 정자동 600-28번지,정자동,16336.0,37.3096123577,126.9847447316
104,292짬떡,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 매영로345번길 95,110호 동아프라자(영통동)",경기도 수원시 영통구 영통동 961-4번지 동아프라자 110호,영통동,16703.0,37.255574924,127.073353411
105,2도비어 (정자점),일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 대평로90번길 32,127호 (정자동,선일주차타운빌딩)",경기도 수원시 장안구 정자동 875번지 선일주차타운빌딩 127호,정자동,16334.0,37.2964857546,126.9946390492
106,2도비어 영통점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 청명남로34번길 12,102호 (영통동,대림빌딩)",경기도 수원시 영통구 영통동 1010-3번지 대림빌딩 102호,영통동,16705.0,37.2522317958,127.07615749700001
107,2참외사과세요,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 에듀타운로25, 104호 (이의동,명품프라자)",경기도 수원시 영통구 이의동 1369번지 명품프라자 104호,이의동,16509.0,37.284925647600005,127.05175363389999
108,3.8포차,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 하탑로34번길 10(탑동),경기도 수원시 권선구 탑동 862-3번지,탑동,16610.0,37.2683594306,126.975315077
109,3.8포차,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 송정로 83상가동 129호 (송죽동,수원로얄팰리스)",경기도 수원시 장안구 송죽동 514번지 수원로얄팰리스 상가동 129호,송죽동,16307.0,37.2962865128,127.007243261
110,312펍,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 권선구 구운로85번길 12110호 (구운동),경기도 수원시 권선구 구운동 921-11번지 110호,구운동,16405.0,37.2815157604,126.9723923351
111,33떡볶이 매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 매탄로 151,101동 2-1호 (매탄동, 삼호그랜드빌라)",경기도 수원시 영통구 매탄동 883번지 삼호그랜드빌라 101동 2-1호,매탄동,16543.0,37.2642995975,127.04410534360001
112,355커피,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 영통로174번길 88(망포동),경기도 수원시 영통구 망포동 355-23번지,망포동,16690.0,37.2436558724,127.0603303696
