상호명,업종명,업종대분류,업종소분류,소재지도로명주소,소재지지번주소,동명,우편번호,위도,경도
국시네,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로 185,177호 (권선동)",경기도 수원시 권선구 권선동 1051번지 177호,권선동,16566,37.25609221,127.0245783
국시촌,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 정조로 590(세류동),경기도 수원시 권선구 세류동 149-3번지,세류동,16577,37.2615204,127.0139206
국시촌,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 팔달로277, 1층 (영화동)",경기도 수원시 장안구 영화동 279-39번지 1층,영화동,16269,37.28994569,127.0149901
국애찬푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 세지로152번길10 (인계동) 1층,경기도 수원시 팔달구 인계동 1008-21번지 1층,인계동,16479,37.2647511,127.0214675
국일반점,일반휴게음식-중국식,일반휴게음식,중국식,경기 수원시 영통구 인계로277 (매탄동),경기도 수원시 영통구 매탄동 866-13번지,매탄동,16541,37.26368321,127.0479097
국일식당,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 팔달로279번길 13(영화동),경기도 수원시 장안구 영화동 279-1번지,영화동,16269,37.29044883,127.014592
국푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세지로 841층 (권선동),경기도 수원시 권선구 권선동 979-7번지 1층,권선동,16564,37.2593566,127.0182199
군산아구찜,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 팔달문로130번길 75(우만동),경기도 수원시 팔달구 우만동 561-10번지,우만동,16240,37.27901631,127.0317775
군산집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 경수대로 270(권선동,밀리오레)",경기도 수원시 권선구 권선동 1189번지 밀리오레,권선동,16585,37.25049744,127.0208247
군자대한곱창 수원인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 효원로265번길 40,2층 (인계동, 용화빌딩)",경기도 수원시 팔달구 인계동 1113-9번지 용화빌딩 2층,인계동,16490,37.26379117,127.0316237
군자대한곱창 수원호매실점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 금곡로197번길 18-20,102 103 (금곡동)",경기도 수원시 권선구 금곡동 1113-1번지 102동 103호,금곡동,16391,37.27449368,126.9524879
군포해물탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 동수원로513번길 11(매탄동),경기도 수원시 영통구 매탄동 131-41번지,매탄동,16531,37.27345742,127.0463624
굳세어라돈순아,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 화서문로 63-2,1층 102호 (장안동)",경기도 수원시 팔달구 장안동 73-5번지 1층 102호,장안동,16252,37.2858631,127.015163
굳세어라돈순아,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 월드컵로321번길 42(우만동),경기도 수원시 팔달구 우만동 502-6번지,우만동,16236,37.28581259,127.0317242
굴 순두부 전문점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 동말로 63,1층 1호 (화서동)",경기도 수원시 팔달구 화서동 107-13번지 1층 1호,화서동,16439,37.27891821,127.0011411
굴비한두름,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 법조로149번길 230,1층 (하동)",경기도 수원시 영통구 하동 958-6번지 1층,하동,16512,37.29396186,127.0699099
굴섬,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 송원로86번길 53(조원동),경기도 수원시 장안구 조원동 756-6번지,조원동,16284,37.30065263,127.0124164
굴예찬,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 일월천로15번길 6-3(구운동),경기도 수원시 권선구 구운동 899-4번지,구운동,16412,37.28397824,126.97277
굽네치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 동말로25번길 84-2, 101(화서동)",경기도 수원시 팔달구 화서동 219-1번지 101호,화서동,16443,37.28114666,126.995238
굽네치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 중부대로 192,1층 (인계동)",경기도 수원시 팔달구 인계동 167-8번지 1층,인계동,16485,37.27666633,127.0370372
굽네치킨,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 장안구 대평로142번길 211층(정자동),경기도 수원시 장안구 정자동 327-13번지 1층,정자동,16339,37.30087029,126.9913149
굽네치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 곡선로60, 101호 (곡반정동)",경기도 수원시 권선구 곡반정동 563-7번지 101호,곡반정동,16671,37.23827856,127.0308459
굽네치킨 (오목천점),일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 오목천로 31, 1층 102호 (오목천동, 로뎀프라자)",경기도 수원시 권선구 오목천동 431-1번지 로뎀프라자 1층 102호,오목천동,16636,37.24031975,126.965836
굽네치킨 - 매탄1동점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 매여울로 49(매탄동),경기도 수원시 영통구 매탄동 101-50번지,매탄동,16531,37.27240499,127.0445866
굽네치킨 광교도청점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 센트럴타운로 111,104호 (이의동)",경기도 수원시 영통구 이의동 1330번지 광교스타힐스오피스텔 104호,이의동,16507,37.29254148,127.0491361
굽네치킨 망포점Goobne,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 영통로 127,102호 센터프라자 (망포동, 센타프라자)",경기도 수원시 영통구 망포동 543-2번지 센타프라자 102호 센터프라자,망포동,16687,37.23874434,127.0557928
굽네치킨 인계점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 팔달구 세지로152번길 281층  미그린2 (인계동),경기도 수원시 팔달구 인계동 1008-24번지 미그린2 1층,인계동,16479,37.26449339,127.0223826
굽네치킨 파장점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 파장로 67, 1층 101호 (정자동)",경기도 수원시 장안구 정자동 429-22번지 육회달인 1층 101호,정자동,16337,37.30583538,126.9930531
굽네치킨&분식이이래도되는가(수원영화점),일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 장안구 정조로934번길 46(영화동),경기도 수원시 장안구 영화동 161-57번지,영화동,16269,37.29187494,127.0150567
굽네치킨(영통2동점),일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 영통로345번길 6(영통동),경기도 수원시 영통구 영통동 77-2번지,영통동,16696,37.25646218,127.0645186
굽네치킨서둔탑동점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 서둔로 221(탑동),경기도 수원시 권선구 탑동 320-15번지,탑동,16607,37.27121541,126.9790737
굽네치킨수원세류점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 덕영대로 1113-10, 1층 (세류동)",경기도 수원시 권선구 세류동 990-13번지 1층,세류동,16588,37.25283081,127.0138863
굽네치킨영통1호점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 반달로7번길 40,106호 (영통동)",경기도 수원시 영통구 영통동 998-1번지 평익칼라스위트 106호,영통동,16704,37.25354446,127.0752142
굽는치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 덕영대로1201번길 22, 103(권선동,효림트윈타워)",경기도 수원시 권선구 권선동 1192번지 효림트윈타워 103호,권선동,16584,37.25015392,127.0228114
굿까페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 수인로 233,2층 (구운동)",경기도 수원시 권선구 구운동 477-8번지 2층,구운동,16407,37.27952016,126.975655
굿마미(Good Mommy),일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로173번길 41상가동 202호 (망포동,망포역마을쌍용아파트)",경기도 수원시 영통구 망포동 691번지 망포역마을쌍용아파트 상가동 202호,망포동,16689,37.24364655,127.0530242
굿만에프앤비인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 세지로244번길 15-1,1층(인계동)",경기도 수원시 팔달구 인계동 255-26번지 1층,인계동,16472,37.27257019,127.0247003
굿모닝카페,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 팔달로 168,1층 (화서동)",경기도 수원시 팔달구 화서동 43-7번지 1층,화서동,16440,37.28260454,127.007513
굿커피전문점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 아주로 47(우만동),경기도 수원시 팔달구 우만동 573-1번지,우만동,16497,37.27905316,127.04352
굿타임,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 장다리로 98(권선동),경기도 수원시 권선구 권선동 987-1번지,권선동,16565,37.25880296,127.0217307
굿타임스,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 세지로 65(세류동,지하1층)",경기도 수원시 권선구 세류동 881-17번지 지하1층,세류동,16577,37.25791897,127.0171352
굿타임스,일반휴게음식-칵테일바,일반휴게음식,칵테일바,경기 수원시 권선구 노림로 26-1(호매실동),경기도 수원시 권선구 호매실동 402-32번지,호매실동,16400,37.26839147,126.9544833
굿타임즈,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 영통구 청명남로34번길 3304호(영통동, 플래티넘빌딩)",경기도 수원시 영통구 영통동 1011-6번지 플래티넘빌딩 304호,영통동,16705,37.25277198,127.075974
궁,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 파장천로12번길 1,1층 (파장동)",경기도 수원시 장안구 파장동 588-30번지 1층,파장동,16350,37.30683276,126.9944231
궁 잔기지떡 영통점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 태장로 81,120-1,2,3호 (망포동)","경기도 수원시 영통구 망포동 382-3번지 120-1,2,3호",망포동,16688,37.23976836,127.0548398
궁돈보쌈,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로241번길 12-35(신동, 민교빌딩)",경기도 수원시 영통구 신동 342-5번지 민교빌딩,신동,16679,37.24943374,127.0578838
궁돈숯돌생고기,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 팔달문로 159-2(우만동)1층,경기도 수원시 팔달구 우만동 530-21번지 1층,우만동,16239,37.28320593,127.0335904
궁바베큐,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 매원로12번길 33(매탄동),경기도 수원시 영통구 매탄동 209-33번지,매탄동,16539,37.26509414,127.046796
궁분식,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 화서문로 58,1층 (신풍동)",경기도 수원시 팔달구 신풍동 25-1번지 1층,신풍동,16252,37.28549039,127.0143982
궁숯불닭바베큐,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 권광로 270(인계동),경기도 수원시 팔달구 인계동 365번지,인계동,16534,37.27130777,127.0359422
궁숯불바베큐,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 세권로195번길 36(권선동),경기도 수원시 권선구 권선동 1046번지,권선동,16568,37.25684767,127.0264004
궁잔기지떡,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 수성로157번길 23(화서동),경기도 수원시 팔달구 화서동 679-2번지,화서동,16321,37.28714359,126.9895572
궁잔기지떡 호매실점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 금곡로197번길 59-31,1층 (금곡동)",경기도 수원시 권선구 금곡동 1105-10번지 1층,금곡동,16391,37.27617548,126.953615
궁전,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 수원천로316번길 12(남수동),경기도 수원시 팔달구 남수동 81-1번지,남수동,16256,37.28144402,127.0190267
궁전라이브,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로 134,2층 (세류동,대영빌딩)",경기도 수원시 권선구 세류동 1075-10번지 대영빌딩 2층,세류동,16579,37.25679086,127.0190144
궁전식당,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 원천동332-2 천지빌딩지하 25,경기도 수원시 영통구 원천동 332-2 천지빌딩지하 25,원천동,16522,37.26559259,127.0643194
궁전옻닭보신탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매여울로40번길 81(매탄동),경기도 수원시 영통구 매탄동 102-26번지,매탄동,16525,37.27285663,127.0495468
궁중삼계탕,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 향교로 53(매산로2가),경기도 수원시 팔달구 매산로2가 8-6번지,매산동,16456,37.26959377,127.0066277
궁차이나,일반휴게음식-중국식,일반휴게음식,중국식,경기 수원시 팔달구 월드컵로 3791층 (우만동),경기도 수원시 팔달구 우만동 466번지 1층,우만동,16232,37.29092387,127.0295489
권바우부대찌개&돈까스학센,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 효원로 397,2층 204호 (매탄동,중앙프라자)",경기도 수원시 영통구 매탄동 1267-7번지 중앙프라자 2층 204호,매탄동,16545,37.25905754,127.0451632
권사부인계점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 세지로152번길 8,1층 (인계동)",경기도 수원시 팔달구 인계동 1008-20번지 1층,인계동,16479,37.26477764,127.0213432
권선 일만포차,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세권로181번길 30-24(권선동),경기도 수원시 권선구 권선동 1052-3번지,권선동,16566,37.25651236,127.0259514
권선2동점 굽네치킨,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 권중로76번길 12(권선동),경기도 수원시 권선구 권선동 1259-8번지,권선동,16556,37.25247887,127.0294047
권선골삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 경수대로381번길21 (권선동),경기도 수원시 권선구 권선동 962번지,권선동,16570,37.26075365,127.0226431
권선동고깃집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 덕영대로1207번길 26-20,1층 (권선동)",경기도 수원시 권선구 권선동 1196-12번지 1층,권선동,16584,37.2506177,127.0238233
권선시장수제족발,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기도 수원시 권선구 세권로 185,105호,106호(권선동)","경기도 수원시 권선구 권선동 1051번지 105호,106호",권선동,16566,37.25609221,127.0245783
권육회,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 월드컵로193번길 31(원천동),경기도 수원시 영통구 원천동 29-58번지,원천동,16502,37.27779641,127.04487
권인숙 토속맛집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 중부대로256번길 38-20,1층 (매탄동)",경기도 수원시 영통구 매탄동 153-174번지 1층,매탄동,16531,37.27339616,127.0421556
귀빈루,일반휴게음식-중국식,일반휴게음식,중국식,경기도 수원시 팔달구 팔달문로3번길 9,경기도 수원시 팔달구 팔달로2가 47-6번지,행궁동,16257,37.27800379,127.0175709
귀신반점,일반휴게음식-중국식,일반휴게음식,중국식,"경기 수원시 장안구 서부로2105번길 16-1, 103호 (율전동)",경기도 수원시 장안구 율전동 433-103번지 성대하이퍼 103호,율전동,16362,37.29700569,126.9692716
규당분식,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 영통구 도청로 95유니코어 1층 217호 (이의동),경기도 수원시 영통구 이의동 1351-6번지 유니코어 1층 217호,이의동,16509,37.29092252,127.0477017
규빈숯불고기집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 삼성로168번길 74(매탄동),경기도 수원시 영통구 매탄동 399-7번지,매탄동,16676,37.2603283,127.0594102
규수당,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 수원천로 254(지동),경기도 수원시 팔달구 지동 415번지,지동,16245,37.27613889,127.0200305
그곳에가면,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세지로 98(권선동),경기도 수원시 권선구 권선동 978-1번지,권선동,16564,37.26041355,127.0187883
그곳이좋아,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매여울로40번길 7(매탄동),경기도 수원시 영통구 매탄동 196-11번지,매탄동,16524,37.27192206,127.0455821
그남자 브런치,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 장안로89번길 33-11층 (정자동),경기도 수원시 장안구 정자동 73-42번지 1층,정자동,16314,37.29132753,127.0004725
그대에게,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 화양로 561층 (화서동),경기도 수원시 팔달구 화서동 273-5번지 1층,화서동,16434,37.28292706,126.9963316
그대에게,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 화양로 56, 1층(화서동)",경기도 수원시 팔달구 화서동 273-5번지 1층,화서동,16434,37.28292706,126.9963316
그대에게,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 청명남로34번길 21테라스상가 120호 (영통동),경기도 수원시 영통구 영통동 1011-5번지 테라스상가 120호,영통동,16705,37.25232395,127.0767208
그대에게,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 센트럴파크로127번길 80-6,102호 (이의동)",경기도 수원시 영통구 이의동 1305-5번지 102호,이의동,16506,37.29447091,127.0516293
그때그집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매탄로168번길 8-2(매탄동),경기도 수원시 영통구 매탄동 832-1번지,매탄동,16539,37.26518932,127.0457579
그때그집,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 정조로886번길 121층 (북수동),경기도 수원시 팔달구 북수동 102-3번지 1층,북수동,16253,37.28704689,127.0158887
그때그집순대국,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 서호동로 10(서둔동),경기도 수원시 권선구 서둔동 45-9번지,서둔동,16619,37.2679891,126.9895737
그라운드8456플러스,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 법조로149번길 1671층 (하동),경기도 수원시 영통구 하동 975-3번지 1층,하동,16512,37.29253954,127.0704257
그라찌에경기대학교 기숙사점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 광교산로 154-42(이의동,경기대학교)",경기도 수원시 영통구 이의동 산94-6번지 경기대학교,이의동,16227,37.2992625,127.0343036
그래그래 피자 떡볶이 영통점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 영통로331번길 56,1층 (매탄동)",경기도 수원시 영통구 매탄동 496-16번지 1층,매탄동,16676,37.25631373,127.0609334
그래그래피자떡볶이 장안점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 정조로922번길 4, 1층 (영화동)",경기도 수원시 장안구 영화동 283-1번지 1층,영화동,16269,37.29010284,127.0137481
그래비테이트,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 신풍로23번길 4,3층 (신풍동)",경기도 수원시 팔달구 신풍동 185번지 3층,신풍동,16251,37.28331838,127.0144799
그랜드커피숍,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 고매로4 (고등동,지하층)",경기도 수원시 팔달구 고등동 86-3번지 지하층,고등동,16445,37.26987387,127.0046296
그렇게함박이된다,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 경수대로309번길 14-7,1층 (세류동)",경기도 수원시 권선구 세류동 1081-15번지 1층,세류동,16580,37.25513668,127.0200962
그렇게함박이된다/(주)함우정에프앤비,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 향교로 138,1층 (교동, 보성빌딩)",경기도 수원시 팔달구 교동 97-1번지 보성빌딩 1층,교동,16463,37.27303585,127.0150535
그레이락(grayrock),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 정조로 904-11층,1층 왼쪽 (북수동)","경기도 수원시 팔달구 북수동 6-3번지 1층,1층 왼쪽",북수동,16253,37.28875528,127.0148511
그레이애주공방,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 청명남로28번길 20,104호 (영통동,플러스타운빌딩)",경기도 수원시 영통구 영통동 1009-2번지 플러스타운빌딩 104호,영통동,16705,37.25146478,127.075925
그레이트 이스트,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 영통구 월드컵로179번길 14-12,2층 (원천동)",경기도 수원시 영통구 원천동 29-35번지 2층,원천동,16502,37.27844553,127.0448999
그로또,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 청명북로 2(영통동),경기도 수원시 영통구 영통동 1030-2번지,영통동,16705,37.25180018,127.078979
그로브,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 송죽동448-23,경기도 수원시 장안구 송죽동 448-23,송죽동,16303,37.30337526,127.0017018
그루,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 권광로123번길 312층 (권선동),경기도 수원시 권선구 권선동 1021-3번지 2층,권선동,16571,37.25917396,127.028833
그리니치 샌드위치,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 봉영로1744번길 11상가2동 108호 (영통동,황골마을2단지아파트)",경기도 수원시 영통구 영통동 1053-2번지 황골마을2단지아파트 상가 2동 108호,영통동,16713,37.26667514,127.0846256
그리스,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 영통구 매탄로140번길 54-26101호(매탄동),경기도 수원시 영통구 매탄동 1253-4번지 101호,매탄동,16544,37.26151642,127.0470092
그리움,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 수성로157번길 45(화서동) 1층 101,경기도 수원시 팔달구 화서동 677-3번지 1층 101호,화서동,16321,37.28812378,126.9890203
그린게이블스,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 센트럴파크로128번길 141층  상가전부 (이의동),경기도 수원시 영통구 이의동 1297번지 1층 상가전부,이의동,16504,37.29553643,127.0569146
그린나래,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 인계로 178(인계동),경기도 수원시 팔달구 인계동 1116-1번지,인계동,16488,37.26575881,127.0368672
그린밥상,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 동말로16번길 23,1층 (화서동)",경기도 수원시 팔달구 화서동 184-275번지 1층,화서동,16442,37.27661889,126.9967007
그린북카페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 일월로22번길 23,2층 (화서동)",경기도 수원시 팔달구 화서동 717번지 2층,화서동,16422,37.28628671,126.9811359
그린식당,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 장안로269번길 8-2(정자동),경기도 수원시 장안구 정자동 536-2번지,정자동,16336,37.30583557,126.9909994
그린카페,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 경수대로 420(인계동, 마라톤빌딩)",경기도 수원시 팔달구 인계동 1015-3번지 마라톤빌딩,인계동,16490,37.26364185,127.0258165
그린커피,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 효원로 295,1층 (인계동)",경기도 수원시 팔달구 인계동 1122-12번지 1층,인계동,16488,37.26146622,127.0340741
그린커피,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 효원로 295,1층 (인계동)",경기도 수원시 팔달구 인계동 1122-12번지 1층,인계동,16488,37.26146622,127.0340741
그린패커,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 화서문로32번길 21-71층 (신풍동),경기도 수원시 팔달구 신풍동 74-2번지 1층,신풍동,16251,37.28441908,127.0125325
그린푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 신원로 66,2층 (신동)",경기도 수원시 영통구 신동 498-6번지 2층,신동,16677,37.24811032,127.0487582
그릴룸,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 송원로 82(조원동),경기도 수원시 장안구 조원동 752-5번지,조원동,16284,37.30181443,127.0099943
그릴에이치,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 금당로90번길 5(조원동),경기도 수원시 장안구 조원동 459-25번지,조원동,16280,37.30076539,127.0201562
그릴존,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 영통구 매영로 426(영통동),경기도 수원시 영통구 영통동 1021-1번지,영통동,16702,37.24848029,127.0782081
그림이야기,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 덕영대로425번길 41(율전동,103호)",경기도 수원시 장안구 율전동 154-1번지 103호,율전동,16357,37.30290305,126.9697831
그맛 연탄 생선구이,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 삼성로267번길 20,1층 (원천동)",경기도 수원시 영통구 원천동 253-14번지 1층,원천동,16521,37.26649691,127.0626676
그섬에가면..,일반휴게음식-일식?회집,일반휴게음식,일식?회집,"경기 수원시 장안구 경수대로 862101호(조원동, 창경빌딩)",경기도 수원시 장안구 조원동 763-21번지 창경빌딩 101호,조원동,16286,37.29778377,127.0140146
그집&고기,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 정자천로173번길 17106호(정자동),경기도 수원시 장안구 정자동 876-2번지 투대일타운 106호,정자동,16334,37.29615018,126.9941561
그집곱창,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 경수대로 1082-17(파장동),경기도 수원시 장안구 파장동 208-15번지,파장동,16205,37.31020592,126.9948858
그집만두,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 경수대로 270터미널동 1층 1315호 (권선동,할인점동,주차빌딩)","경기도 수원시 권선구 권선동 1189번지 할인점동,주차빌딩 터미널동 1층 1315호",권선동,16585,37.25049744,127.0208247
그집석쇠불고기,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 대학1로8번길 91,1층 101호 (이의동)",경기도 수원시 영통구 이의동 1266-9번지 1층 101호,이의동,16226,37.29823602,127.0461911
그집애,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 권광로 112(권선동),경기도 수원시 권선구 권선동 1025-10번지,권선동,16561,37.25772934,127.0304997
그집쭈꾸미,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 화양로 56,2층 (화서동)",경기도 수원시 팔달구 화서동 273-5번지 2층,화서동,16434,37.28292706,126.9963316
그집쭈꾸미(호매실점),일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 매실로69번길 18(호매실동),경기도 수원시 권선구 호매실동 82-3번지,호매실동,16395,37.26939011,126.957995
그집푸드,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 세지로 101층 (세류동),경기도 수원시 권선구 세류동 1112-8번지 1층,세류동,16589,37.25306952,127.0149447
그집해물,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 파장천로19번길 24,1층 101호 (파장동)",경기도 수원시 장안구 파장동 578-4번지 1층 101호,파장동,16348,37.30793753,126.9935017
그집해장국,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 장안구 송정로 142(조원동),경기도 수원시 장안구 조원동 778-8번지,조원동,16309,37.29668635,127.0123744
글렌베니,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 영통구 센트럴타운로 15,112호 (이의동, 아이플렉스)",경기도 수원시 영통구 이의동 1335번지 아이플렉스 112호,이의동,16508,37.28820984,127.057375
금강산불한증막스넥,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 송정로76번길 45지층 1호 (정자동,기산아파트)",경기도 수원시 장안구 정자동 13번지 기산아파트 지층 1호,정자동,16311,37.29436647,127.0072219
